batch_index,batch_label,batch_size,error_type,error
386,PDF batch 386/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
387,PDF batch 387/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
388,PDF batch 388/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
389,PDF batch 389/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
390,PDF batch 390/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
392,PDF batch 392/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
394,PDF batch 394/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
395,PDF batch 395/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
393,PDF batch 393/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
391,PDF batch 391/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
396,PDF batch 396/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
397,PDF batch 397/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
400,PDF batch 400/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
398,PDF batch 398/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
401,PDF batch 401/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
403,PDF batch 403/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
399,PDF batch 399/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
402,PDF batch 402/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
404,PDF batch 404/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
405,PDF batch 405/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
407,PDF batch 407/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
406,PDF batch 406/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
408,PDF batch 408/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
409,PDF batch 409/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
410,PDF batch 410/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
414,PDF batch 414/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
413,PDF batch 413/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
412,PDF batch 412/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
411,PDF batch 411/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
415,PDF batch 415/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
416,PDF batch 416/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
417,PDF batch 417/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
420,PDF batch 420/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
418,PDF batch 418/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
421,PDF batch 421/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
422,PDF batch 422/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
419,PDF batch 419/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
423,PDF batch 423/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
424,PDF batch 424/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
426,PDF batch 426/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
425,PDF batch 425/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
427,PDF batch 427/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
428,PDF batch 428/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
429,PDF batch 429/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
432,PDF batch 432/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
430,PDF batch 430/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
433,PDF batch 433/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
431,PDF batch 431/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
434,PDF batch 434/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
435,PDF batch 435/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
436,PDF batch 436/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
437,PDF batch 437/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
438,PDF batch 438/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
439,PDF batch 439/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
441,PDF batch 441/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
440,PDF batch 440/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
442,PDF batch 442/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
443,PDF batch 443/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
445,PDF batch 445/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
444,PDF batch 444/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
446,PDF batch 446/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
447,PDF batch 447/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
449,PDF batch 449/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
448,PDF batch 448/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
450,PDF batch 450/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
452,PDF batch 452/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
451,PDF batch 451/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
453,PDF batch 453/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
454,PDF batch 454/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
456,PDF batch 456/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
455,PDF batch 455/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
457,PDF batch 457/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
458,PDF batch 458/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
459,PDF batch 459/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
460,PDF batch 460/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
462,PDF batch 462/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
461,PDF batch 461/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
463,PDF batch 463/6155 (1 references),1,ConnectionError,"HTTPSConnectionPool(host='dev.posit.niehs.nih.gov', port=443): Max retries exceeded with url: /et/api/pdf-download (Caused by NameResolutionError(""HTTPSConnection(host='dev.posit.niehs.nih.gov', port=443): Failed to resolve 'dev.posit.niehs.nih.gov' ([Errno 8] nodename nor servname provided, or not known)""))"
